,user,text,cleaned_text,Sentiment_Polarity,Expression Label
11,Cobratarian,"@JoeBiden The response by governments to COVID is why...  ""One in five small businesses have closed."" ""More than 25… https://t.co/gzHdKqs216",joebiden response government covid one five small business closed httpstcogzhdkqs,-0.175,negative
12,DustyManfred,"@KamalaHarris @JoeBiden This isn’t a good look.   “Mr. Vice President, I’m speaking” was clearly a planned line to… https://t.co/VYYU5690kE",kamalaharris joebiden good look mr vice president speaking clearly planned line httpstcovyyuke,0.39999999999999997,positive
13,anneleaderegval,@politicalnative @JoeBiden We did too in Auburn! #BidenHarris2020 https://t.co/tDQ82EemDP,politicalnative joebiden auburn bidenharris httpstcotdqeemdp,0.0,Neutral
14,cothomas68,@Baryonyx_123 @marzram @ReplicantX6 @FulanNasrullah @PeopleDied2Vote @JRehling @usclimatestrike @JoeBiden Wow you a… https://t.co/3yuhtVQaVa,baryonyx marzram replicantx fulannasrullah peoplediedvote jrehling usclimatestrike joebiden wow httpstcoyuhtvqava,0.1,positive
15,csruss65,RT @RichardGrenell: Why hasn’t @ap “reporter” and @MSNBC activist @JonLemire commented on @JoeBiden leaving the stage today without a mask…,rt richardgrenell ap reporter msnbc activist jonlemire commented joebiden leaving stage today without mask ,0.0,Neutral
16,legalHSKpanda,RT @munna21977: @US1USA @One_Two_Sree @cloud_195 @realDonaldTrump @JoeBiden This is true that I have seen a friend from South Korea getting…,rt munna ususa onetwosree cloud realdonaldtrump joebiden true seen friend south korea getting ,0.35,positive
17,scottsantens,"RT @citizensclimate: If @JoeBiden is elected president, ""the U.S. [could] adopt a tax on carbon emissions, with the proceeds shared with ho…",rt citizensclimate joebiden elected president u could adopt tax carbon emission proceeds shared ho ,0.0,Neutral
18,WissamBaalbaki,RT @sandra_larson7: @JoeBiden My Dad's soybean field in North Dakota! https://t.co/46DRnxVIIX,rt sandralarson joebiden dad soybean field north dakota httpstcodrnxviix,0.0,Neutral
19,zackmomma,RT @mariashriver: This is good for my mental health knowing that this man @JoeBiden will soon be leading us all forward. He will turn down…,rt mariashriver good mental health knowing man joebiden soon leading u forward turn ,0.3,positive
20,rwagner0518,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
21,Rundmc_1958,@JoeBiden Hey joe no matter how much you hate Trump at least he expresses how he feels or what his plans are where as you hide everything!,joebiden hey joe matter much hate trump least express feel plan hide everything,-0.55,negative
22,tehabe,"@stevieg2551 @Jorgensen4POTUS @realDonaldTrump @JoeBiden lol, tax cuts, less involved government means more corpora… https://t.co/7XFua2KJda",stevieg jorgensenpotus realdonaldtrump joebiden lol tax cut le involved government mean corpus httpstcoxfuakjda,0.24375000000000002,positive
23,michaelbuller55,"RT @BernardKerik: I’m listening to @JoeBiden ramble about the slowed economic recovery, but he fails to tell the American people that it’s…",rt bernardkerik listening joebiden ramble slowed economic recovery fails tell american people ,-0.09999999999999999,negative
24,CareyChristhine,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
25,NateBrammer,@Tragedy171 @JoeBiden 33% increase. 21 to 28%.  (28-21)/21. Math is hard,tragedy joebiden increase math hard,-0.2916666666666667,negative
26,KinoninS,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
27,JMarkSchwartz,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
28,FlowerBrown4,Don't wear a mask if you're going to pull it down to launch your spittle. #JoeBiden https://t.co/kVLnUOErfy,dont wear mask youre going pull launch spittle joebiden httpstcokvlnuoerfy,0.0,Neutral
29,OrgnlMan7,"RT @TheLeoTerrell: Good Sunday: @JoeBiden refusal to answer the question about #courtpacking should tell you he plans to ""PACK THE COURT""…",rt theleoterrell good sunday joebiden refusal answer question courtpacking tell plan pack court ,0.7,positive
30,8_0_8_B_Y,"RT @shubh19822: Back in 1992, Joe Biden made sure that India does not get access to cryogenic tech   #JoeBiden termed an Indo-Russia agreem…",rt shubh back joe biden made sure india get access cryogenic tech joebiden termed indorussia agreem ,0.25,positive
31,csb2504,"@LindaSalem @glennkirschner2 @JoeBiden Even if the people of KY again fail to do this ONE thing we ask of them, fli… https://t.co/UbNlv9Frf4",lindasalem glennkirschner joebiden even people ky fail one thing ask fli httpstcoubnlvfrf,-0.5,negative
32,SnowflakeSnark,RT @Emma_E_Riley: 🚨 NEWS: @PhillyInquirer endorses @JoeBiden and @KamalaHarris  “America can overcome the damage Donald Trump has wrought i…,rt emmaeriley news phillyinquirer endorses joebiden kamalaharris america overcome damage donald trump wrought ,0.0,Neutral
33,Bobrollins18,"RT @AndrewBatesNC: .@JoeBiden in Erie, PA: ""Independent analysis put out by a highly respected Wall Street firm of all things, Moody's - a…",rt andrewbatesnc joebiden erie pa independent analysis put highly respected wall street firm thing moody ,-0.013333333333333336,negative
34,snuggles0711,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
35,DianeEugenio,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
36,JeffreyAWeber1,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
37,LeiaStays,RT @Ladyjackson65: Dear @realDonaldTrump I’m not really sorry at all that you didn’t win the Nobel Peace Prize but I’m doing the happy danc…,rt ladyjackson dear realdonaldtrump really sorry win nobel peace prize happy danc ,0.3666666666666667,positive
38,VetAgainatTrump,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
39,DavidShuman11,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
40,Jonatha57296037,"RT @PeterSchiff: Since @JoeBiden is afraid to debate @realDonaldTrump for fear of catching #COVID19, why doesn't he debate @Jorgensen4POTUS…",rt peterschiff since joebiden afraid debate realdonaldtrump fear catching covid doesnt debate jorgensenpotus ,0.0,Neutral
41,dorothystella7,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
42,greystoke_john,"@MadgeHickey @KamalaHarris @JoeBiden Oh, I'm talking about the VP debate, you must be thinking of something else.",madgehickey kamalaharris joebiden oh im talking vp debate must thinking something else,0.0,Neutral
43,Gloriana10754,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
44,kjr60680085,RT @AmberForIowa: Forget Disney World. The Polk County Auditors Office is the happiest place on earth right now! The positive energy and pu…,rt amberforiowa forget disney world polk county auditor office happiest place earth right positive energy pu ,0.2564935064935065,positive
45,Bloodykissesan1,RT @PuestoLoco: @Acosta .#JoeBiden needs to have some doctors review at least 2 negative test results on Trump. Trump's doctors lie as much…,rt puestoloco acosta joebiden need doctor review least negative test result trump trump doctor lie much ,-0.13333333333333333,negative
46,StopTheShitnado,@DavidTexBrandon @Robthefrosty @NedOpposes @jolia_pati @seacreaturemama @FairlyNiceLady @bogdanoffelaine… https://t.co/mwJZ1UBCER,davidtexbrandon robthefrosty nedopposes joliapati seacreaturemama fairlynicelady bogdanoffelaine httpstcomwjzubcer,0.0,Neutral
47,kristycupcakes,"RT @ewarren: Maine is looking good—even from a distance.   Who’s ready to elect @JoeBiden, @SaraGideon, and Democrats up and down the ballo…",rt ewarren maine looking good even distance ready elect joebiden saragideon democrat ballo ,0.5666666666666667,positive
48,AlexisFay93,@JoeBiden Then that should take you out of the running Crime Bill Joe,joebiden take running crime bill joe,0.0,Neutral
49,JoergBS,"RT @WalshFreedom: I’m a conservative. I believe @realDonaldTrump is unfit. Therefore, I’m voting for the ONLY person who can beat Trump, @J…",rt walshfreedom conservative believe realdonaldtrump unfit therefore voting person beat trump j ,0.0,Neutral
50,WisconsinFix,"RT @WalshFreedom: I’m a conservative. I believe @realDonaldTrump is unfit. Therefore, I’m voting for the ONLY person who can beat Trump, @J…",rt walshfreedom conservative believe realdonaldtrump unfit therefore voting person beat trump j ,0.0,Neutral
51,Dannye56055705,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
52,rvolt24,"@KamalaHarris @JoeBiden If you're gonna speak, tell the truth. https://t.co/xj0K6xyhgF",kamalaharris joebiden youre gonna speak tell truth httpstcoxjkxyhgf,0.0,Neutral
53,MyInfoIngridBe2,"@Infantry0300 @scullyresists @JoeBiden Finally, an act of public service.",infantry scullyresists joebiden finally act public service,0.0,Neutral
54,BCrooty,RT @fred_guttenberg: This rising COVID trend was both PREDICTABLE and PREVENTABLE.   This rising trend is the fault of this administration…,rt fredguttenberg rising covid trend predictable preventable rising trend fault administration ,-0.2,negative
55,_meridianfire_,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
56,cgkubas,"RT @hodgetwins: Joe Biden....your ""idea"" just murdered somebody in Denver. @JoeBiden @KamalaHarris",rt hodgetwins joe bidenyour idea murdered somebody denver joebiden kamalaharris,0.0,Neutral
57,DepenaVenus,RT @MarshaSaysHi: @KamalaHarris @JoeBiden Kamel Harris got nearly 3 times as many retweets here as the GOP got this morning in the same len…,rt marshasayshi kamalaharris joebiden kamel harris got nearly time many retweets gop got morning len ,0.3,positive
58,ladybuttons1,RT @VicToensing: Nasty Democrat  #ChrisWallace criticized a real journalist @brithume for having “controversial view” re @JoeBiden being se…,rt victoensing nasty democrat chriswallace criticized real journalist brithume controversial view joebiden se ,-0.08333333333333333,negative
59,papaholzzz,"RT @BernardKerik: I’m listening to @JoeBiden ramble about the slowed economic recovery, but he fails to tell the American people that it’s…",rt bernardkerik listening joebiden ramble slowed economic recovery fails tell american people ,-0.09999999999999999,negative
60,TomSnrub,"@RossEP365 @paularigling @KamalaHarris @JoeBiden Camala is incredibe, amazing and just WOW. And don't interrupt me WHEN I'M TYPING",rossep paularigling kamalaharris joebiden camala incredibe amazing wow dont interrupt im typing,0.35000000000000003,positive
61,DenaRothman,@DB71427585 @jaxinn @Biden_Army @JoeBiden Real.,db jaxinn bidenarmy joebiden real,0.2,positive
62,Trish5_Here,RT @MizTrudyAnn: @fred_guttenberg @JoeBiden @KamalaHarris Yes... Independent Swing Voter= Michigan  BLUE DOWN THE TICKET,rt miztrudyann fredguttenberg joebiden kamalaharris yes independent swing voter michigan blue ticket,0.0,Neutral
63,stevegrady14,RT @dixiefortrump: @JoeBiden This will be your president .... https://t.co/kzqrG3Tsub,rt dixiefortrump joebiden president httpstcokzqrgtsub,0.0,Neutral
64,Pleasedtotweet1,@crotoncath @JoeBiden Who is your governor?,crotoncath joebiden governor,0.0,Neutral
65,sandy48349124,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
66,ExileCal,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
67,MacMick59,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
68,IMontoyaResists,"RT @tizzywoman: I’m sharing a #CupOfJoe with Harley from Florida. As a nation of immigrants, he believes that what makes America exceptiona…",rt tizzywoman sharing cupofjoe harley florida nation immigrant belief make america exceptiona ,0.0,Neutral
69,BrettManningNE,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
70,AdrianV86349553,RT @charliekirk11: How many people does ANTIFA have to murder in cold blood before Democrats even acknowledge they exist &amp; they’re a proble…,rt charliekirk many people antifa murder cold blood democrat even acknowledge exist amp proble ,-0.04999999999999999,negative
71,SpundaRaztaztaz,@JoeBiden About to fill out my ballot.  Go Team Joe!,joebiden fill ballot go team joe,0.0,Neutral
72,Glamonlineorg,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
73,TracyZim,RT @RichardGrenell: . @JoeBiden just left the stage and walked over to people - WITHOUT A MASK.   Where is @Acosta and @kaitlancollins and…,rt richardgrenell joebiden left stage walked people without mask acosta kaitlancollins ,0.0,Neutral
74,JiNanGlasgow,RT @RichardGrenell: . @JoeBiden just said mail in ballots aren’t corrupt.   Here’s proof they are. These two people have been dead for 10 y…,rt richardgrenell joebiden said mail ballot corrupt proof two people dead ,-0.35,negative
75,markgelband,@ColoradoKbb @JoeBiden Kristi - I’m the leader of Antifa chapter 666.,coloradokbb joebiden kristi leader antifa chapter ,0.0,Neutral
76,UssRushmore,@JoeBiden The fortune cookie campaign. Pathetic.,joebiden fortune cookie campaign pathetic,-1.0,negative
77,swedesouth,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
78,BidenLGBTQ,Join us today @2pm for #NationalComingOutDay of Action ➡️ https://t.co/Nc0pVViTjt  @HRC @eqca @lgbtqnation… https://t.co/19TwGYdNNr,join u today pm nationalcomingoutday action httpstconcpvvitjt hrc eqca lgbtqnation httpstcotwgydnnr,0.1,positive
79,katland1031,RT @KaivanShroff: Scientific American never backed a presidential candidate before 2020.   They endorsed @JoeBiden.   The Taliban have also…,rt kaivanshroff scientific american never backed presidential candidate endorsed joebiden taliban also ,0.0,Neutral
80,katog617,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
81,LauraWalsh5639,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
82,FactsnoCrap,@JoeBiden How about this bloke ? https://t.co/43kEhvNicg,joebiden bloke httpstcokehvnicg,0.0,Neutral
83,Wzrdwrks,@JoeBiden The unemployment rate has already dropped below Obama/Biden levels even with Democrats like Cuomo and New… https://t.co/aUZvy2zOqP,joebiden unemployment rate already dropped obamabiden level even democrat like cuomo new httpstcoauzvyzoqp,0.13636363636363635,positive
84,Dadaroo,@JIMMMYUSA @JoeBiden Troll https://t.co/HB1v0cZWje,jimmmyusa joebiden troll httpstcohbvczwje,0.0,Neutral
85,wallyscoggins,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
86,postcards4USA,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
87,michaelbmeadows,RT @charliekirk11: How many people does ANTIFA have to murder in cold blood before Democrats even acknowledge they exist &amp; they’re a proble…,rt charliekirk many people antifa murder cold blood democrat even acknowledge exist amp proble ,-0.04999999999999999,negative
88,FrankSi58901640,@JoeBiden Really good one Best dang joke on precious Pence. Poor man hes just crazy Trump's  yes Sir man.,joebiden really good one best dang joke precious penny poor man he crazy trump yes sir man,0.24000000000000005,positive
89,sojosay,RT @MVYRD: @glennkirschner2 @JoeBiden Getting rid of Stephen Miller and freeing Reality Winner. She obviously has things to say that could…,rt mvyrd glennkirschner joebiden getting rid stephen miller freeing reality winner obviously thing say could ,0.0,Neutral
90,DrDinD,RT @NatHale1776: . @JoeBiden @ProjectLincoln   The tale of the tape... https://t.co/o7UzZMy9m8,rt nathale joebiden projectlincoln tale tape httpstcoouzzmym,0.0,Neutral
91,helenphd,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
92,Houckadoodledoo,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
93,EricLuna1216,RT @Jrussellforhire: @fred_guttenberg @joncoopertweets @JoeBiden Not the only reason by any means,rt jrussellforhire fredguttenberg joncoopertweets joebiden reason mean,-0.3125,negative
94,Cbrooks1957,RT @charliekirk11: How many people does ANTIFA have to murder in cold blood before Democrats even acknowledge they exist &amp; they’re a proble…,rt charliekirk many people antifa murder cold blood democrat even acknowledge exist amp proble ,-0.04999999999999999,negative
95,RAOCES,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
96,PhoenixTruth2,@realDonaldTrump @realDonaldTrump took Regeneron's covid medication made using cells of aborted babies!  These are… https://t.co/cfkbWam0oE,realdonaldtrump realdonaldtrump took regenerons covid medication made using cell aborted baby httpstcocfkbwamoe,0.0,Neutral
97,cotrial,@KamalaHarris @JoeBiden You are dirty like the mud,kamalaharris joebiden dirty like mud,-0.6,negative
98,grace_tilapia,"RT @ToddHagopian: I think @Jorgensen4POTUS should agree to whatever format @JoeBiden wants, and offer to debate him on the issues.    Let’s…",rt toddhagopian think jorgensenpotus agree whatever format joebiden want offer debate issue let ,0.0,Neutral
99,rodz1971,@LewisMichellet @JaymeRay8 @JoeBiden Better be that than deluded,lewismichellet jaymeray joebiden better deluded,0.5,positive
100,PARitzer,RT @VicToensing: Nasty Democrat  #ChrisWallace criticized a real journalist @brithume for having “controversial view” re @JoeBiden being se…,rt victoensing nasty democrat chriswallace criticized real journalist brithume controversial view joebiden se ,-0.08333333333333333,negative
101,Mary63566854,@BarackObama @JoeBiden Yeah the longest part time minimum wage temporary jobs in history. 94% of those jobs to be t… https://t.co/r8MUK9IEvm,barackobama joebiden yeah longest part time minimum wage temporary job history job httpstcormukievm,0.0,Neutral
102,HalpertJ570,@JoeBiden What you say we need is what we already have in @realDonaldTrump. You are the 1 who gets a foreign prosec… https://t.co/GIKab4dJmP,joebiden say need already realdonaldtrump get foreign prosec httpstcogikabdjmp,-0.125,negative
103,SamiGrover,RT @JasonRylander: @KamalaHarris @JoeBiden Eliminate fracking subsidies and impose water quality discharge standards and fracking will have…,rt jasonrylander kamalaharris joebiden eliminate fracking subsidy impose water quality discharge standard fracking ,0.0,Neutral
104,votedcdems,"@NEGOP But it’s fine, we talked with them and they said they voted for @karaforcongress and @JoeBiden. So all is good!",negop fine talked said voted karaforcongress joebiden good,0.5583333333333333,positive
105,GlobalNewsTH,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
106,Tenrik2,"RT @WalshFreedom: I’m a conservative. I believe @realDonaldTrump is unfit. Therefore, I’m voting for the ONLY person who can beat Trump, @J…",rt walshfreedom conservative believe realdonaldtrump unfit therefore voting person beat trump j ,0.0,Neutral
107,J38869658,"@TheGOAT97457257 @TheLeoTerrell @JoeBiden @realDonaldTrump @seanhannity @FoxNews @OANN @newsmax Oh, 👌. I remember w… https://t.co/bsJ3eGYCzj",thegoat theleoterrell joebiden realdonaldtrump seanhannity foxnews oann newsmax oh remember w httpstcobsjegyczj,0.0,Neutral
108,EricLuna1216,RT @laurcooks: @fred_guttenberg @JoeBiden Our lives DEPEND on @JoeBiden winning.,rt laurcooks fredguttenberg joebiden life depend joebiden winning,0.5,positive
109,Marla63432208,RT @VicToensing: Nasty Democrat  #ChrisWallace criticized a real journalist @brithume for having “controversial view” re @JoeBiden being se…,rt victoensing nasty democrat chriswallace criticized real journalist brithume controversial view joebiden se ,-0.08333333333333333,negative
110,pamelasummer57,RT @PuestoLoco: @NBCPolitics #JoeBiden should NOT debate Trump in person until he can have doctors review the results of TWO negative covid…,rt puestoloco nbcpolitics joebiden debate trump person doctor review result two negative covid ,-0.3,negative
111,AvataroftheSith,"RT @BernardKerik: I’m listening to @JoeBiden ramble about the slowed economic recovery, but he fails to tell the American people that it’s…",rt bernardkerik listening joebiden ramble slowed economic recovery fails tell american people ,-0.09999999999999999,negative
112,Bookem27835446,RT @VicToensing: Nasty Democrat  #ChrisWallace criticized a real journalist @brithume for having “controversial view” re @JoeBiden being se…,rt victoensing nasty democrat chriswallace criticized real journalist brithume controversial view joebiden se ,-0.08333333333333333,negative
113,CathyJoeGPT,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
114,OwnedByMy2Cats,RT @VicToensing: Nasty Democrat  #ChrisWallace criticized a real journalist @brithume for having “controversial view” re @JoeBiden being se…,rt victoensing nasty democrat chriswallace criticized real journalist brithume controversial view joebiden se ,-0.08333333333333333,negative
115,PiperBlair8891,"RT @ikehaji: Spotted outside @JoeBiden’s event in Erie, PA: https://t.co/D1NFE4N6fK",rt ikehaji spotted outside joebiden event erie pa httpstcodnfenfk,0.0,Neutral
116,AmericanTravelR,RT @AmericanTravelR: @KamalaHarris @JoeBiden Harris divides Amercans. How will hypocrite Harris build with Biden whom she claims is racist?…,rt americantravelr kamalaharris joebiden harris divide amercans hypocrite harris build biden claim racist ,0.0,Neutral
117,EatonSenator,RT @AFSCMEMN5: The data is in: @JoeBiden’s plan would create 7 million more jobs than Trump. https://t.co/LoATgWRp2T https://t.co/UMkB4O7IKy,rt afscmemn data joebiden plan would create million job trump httpstcoloatgwrpt httpstcoumkboiky,0.0,Neutral
118,evansmatty98,RT @PippaCrerar: This is going to be hard. What is it @JoeBiden called Boris Johnson after the election? A “physical and emotional clone” o…,rt pippacrerar going hard joebiden called boris johnson election physical emotional clone ,-0.09722222222222222,negative
119,victoriaozelle,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
120,rbrydges111,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
121,ConstanceBens14,RT @Emma_E_Riley: 🚨 NEWS: @PhillyInquirer endorses @JoeBiden and @KamalaHarris  “America can overcome the damage Donald Trump has wrought i…,rt emmaeriley news phillyinquirer endorses joebiden kamalaharris america overcome damage donald trump wrought ,0.0,Neutral
122,scripsitveritas,@JoeBiden Your proposals will eliminate the possibility of prosperity with your taxes to support all the give-aways.,joebiden proposal eliminate possibility prosperity tax support giveaway,0.0,Neutral
123,dave_dekker,"RT @fred_guttenberg: I remember when @WalshFreedom and I used to disagree on so many things.  However, we both love America and our democra…",rt fredguttenberg remember walshfreedom used disagree many thing however love america democra ,0.5,positive
124,hornedmainW,@Warm_Quilt @TomBevanRCP @NoahCRothman @TheDemocrats @JoeBiden Today I learned the Supreme Court was less than 9 ju… https://t.co/4nbrF7giEi,warmquilt tombevanrcp noahcrothman thedemocrats joebiden today learned supreme court le ju httpstconbrfgiei,0.0,Neutral
125,hbmiv,@Weinsteinlaw @DanRather @JoeBiden @PeteButtigieg @AndrewYang @CoryBooker @staceyabrams @StarTrek What a cast of el… https://t.co/jjjf5aHATy,weinsteinlaw danrather joebiden petebuttigieg andrewyang corybooker staceyabrams startrek cast el httpstcojjjfahaty,0.0,Neutral
